Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-dvmd.kdl.r4.json	6874	-	0	0	0	0	0	0	7	72	0	0	0	0	0	0	0	0	0	0	242	77	0	0	0	1	0	1
fsh-generated/resources/CodeSystem-kdl.json	203479	29	0	0	2	0	1	0	19	181	0	0	1	0	0	0	0	2	0	0	843	454	0	0	0	33	0	2
fsh-generated/resources/ConceptMap-kdl-ihe-classcode.json	135335	19	0	0	0	0	0	0	13	304	0	0	0	0	0	0	0	1	0	0	326	193	0	1	0	11	0	1
fsh-generated/resources/ConceptMap-kdl-ihe-typecode.json	137890	20	0	0	0	0	0	0	10	36	0	0	0	0	0	0	0	1	0	0	419	160	0	0	0	14	0	1
fsh-generated/resources/DocumentReference-kdl-dokref-ex-1.json	740	3	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-kdl-dokref-ex-2.json	1338	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/ValueSet-kdl-all.json	1739	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	24	105	0	0	0	0	0	0
fsh-generated/resources/ValueSet-kdl.json	74372	17	0	0	0	0	0	0	6	79	0	0	0	0	0	0	0	0	0	0	462	189	0	0	0	15	0	1
/fsh-generated/includes/menu.xml	1135	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	326	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/Aenderungen-zur-Vorversion.md	3491	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/CodeSystem-kdl-cs-2025-intro.md	2125	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	4252	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/DVMD-logo.png	9598	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/DMI_Logo.png	2739	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/images/GefyralogosoloM_Claim_sehrklein.jpg	683825	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	7928	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0
